No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia,Tertarik
5986,7.325,7,Perempuan,urban,8,1,39,0
5987,8.052,6,Laki-Laki,rural,2,1,27,1
5988,9.602,4,Laki-Laki,rural,2,2,35,0
5989,5.747,7,Perempuan,urban,3,2,37,0
5990,5.602,4,Perempuan,rural,3,2,34,0
5991,1.838,0,Perempuan,urban,1,4,36,0
5992,1.746,5,Perempuan,rural,2,2,30,0
5993,0.154,3,Laki-Laki,rural,3,1,30,0
5994,1.896,2,Laki-Laki,rural,1,0,37,0
5995,9.147,8,Laki-Laki,rural,2,1,38,0
5996,4.248,4,Perempuan,rural,0,1,31,0
5997,10.517,8,Laki-Laki,rural,2,1,43,0
5998,5.593,2,Perempuan,urban,4,2,36,0
5999,20.610,7,Laki-Laki,urban,2,6,29,1
6000,14.066,2,Laki-Laki,urban,2,6,43,0
6001,1.470,4,Perempuan,rural,4,2,35,0
6002,7.773,4,Laki-Laki,urban,1,2,36,0
6003,0.713,3,Perempuan,rural,4,2,43,0
6004,9.199,11,Laki-Laki,rural,3,1,37,0
6005,22.228,3,Laki-Laki,urban,0,3,38,0
6006,7.470,3,Laki-Laki,urban,1,0,32,0
6007,9.644,4,Perempuan,rural,0,0,34,0
6008,6.746,3,Laki-Laki,urban,0,0,32,0
6009,4.978,1,Laki-Laki,urban,3,2,43,0
6010,3.001,2,Perempuan,rural,4,1,38,0
6011,10.472,9,Perempuan,rural,4,3,42,0
6012,1.010,0,Perempuan,rural,4,1,37,0
6013,2.761,3,Perempuan,urban,3,3,39,0
6014,7.605,3,Laki-Laki,rural,1,2,39,0
6015,1.208,2,Laki-Laki,rural,1,2,40,0
6016,23.870,8,Laki-Laki,rural,3,4,37,1
6017,5.302,5,Perempuan,rural,3,3,44,0
6018,31.551,10,Perempuan,rural,4,3,30,1
6019,3.551,2,Laki-Laki,urban,1,6,32,1
6020,17.960,6,Perempuan,urban,4,3,41,0
6021,5.973,1,Perempuan,rural,4,3,34,0
6022,4.528,2,Laki-Laki,rural,0,1,38,0
6023,18.616,11,Laki-Laki,urban,1,11,40,1
6024,21.150,9,Perempuan,rural,2,3,36,0
6025,0.696,4,Laki-Laki,rural,2,2,40,0
6026,12.916,7,Perempuan,urban,4,1,36,0
6027,0.553,1,Laki-Laki,rural,1,3,42,0
6028,3.897,6,Laki-Laki,urban,1,2,39,0
6029,0.871,3,Laki-Laki,rural,3,6,43,0
6030,8.450,6,Perempuan,rural,5,2,32,1
6031,4.988,2,Perempuan,rural,0,2,34,0
6032,0.103,1,Perempuan,rural,2,2,44,0
6033,16.272,7,Perempuan,rural,5,1,31,1
6034,2.582,4,Laki-Laki,rural,1,0,28,1
6035,2.017,4,Laki-Laki,rural,1,0,27,1
6036,0.008,2,Laki-Laki,urban,2,4,40,0
6037,0.582,3,Perempuan,rural,4,4,32,0
6038,10.798,6,Perempuan,rural,7,3,41,0
6039,40.197,13,Laki-Laki,rural,6,5,26,1
6040,2.822,2,Perempuan,rural,2,2,45,0
6041,3.479,3,Laki-Laki,rural,1,3,39,0
6042,2.448,1,Perempuan,rural,4,1,30,1
6043,0.104,4,Laki-Laki,rural,2,2,32,0
6044,2.940,3,Perempuan,rural,1,1,36,0
6045,3.052,2,Perempuan,rural,5,0,31,0
6046,0.916,2,Perempuan,urban,1,2,39,0
6047,11.826,8,Laki-Laki,rural,7,3,41,0
6048,40.105,11,Laki-Laki,urban,2,6,44,1
6049,4.942,6,Laki-Laki,urban,3,2,39,0
6050,2.989,1,Perempuan,rural,1,2,44,0
6051,4.802,1,Perempuan,rural,1,1,42,0
6052,0.642,6,Laki-Laki,rural,1,7,33,1
6053,0.099,8,Perempuan,rural,5,2,37,0
6054,1.170,6,Perempuan,rural,6,2,33,0
6055,1.796,4,Perempuan,urban,4,2,36,0
6056,4.090,2,Perempuan,urban,3,1,40,0
6057,13.556,2,Perempuan,rural,5,7,40,0
6058,0.909,4,Perempuan,rural,2,2,36,0
6059,0.020,1,Laki-Laki,rural,2,2,45,0
6060,32.597,6,Laki-Laki,rural,3,4,36,1
6061,1.634,1,Perempuan,rural,4,2,38,0
6062,0.585,1,Perempuan,rural,3,1,26,1
6063,0.542,0,Perempuan,urban,1,2,35,0
6064,2.885,0,Laki-Laki,rural,1,1,36,0
6065,6.496,6,Perempuan,rural,1,3,34,0
6066,7.143,2,Perempuan,urban,4,0,32,0
6067,5.185,3,Perempuan,rural,0,2,31,0
6068,2.733,2,Laki-Laki,rural,1,3,38,0
6069,1.333,2,Laki-Laki,urban,1,1,50,0
6070,2.435,1,Perempuan,rural,2,0,40,0
6071,3.135,5,Laki-Laki,rural,3,2,30,1
6072,34.414,9,Perempuan,rural,7,8,30,1
6073,0.303,2,Perempuan,urban,1,2,39,0
6074,7.872,5,Laki-Laki,urban,1,1,37,0
6075,1.763,1,Perempuan,rural,2,2,45,0
6076,12.868,5,Perempuan,rural,1,6,41,0
6077,0.130,3,Laki-Laki,urban,0,4,43,0
6078,0.352,2,Laki-Laki,urban,0,3,38,0
6079,9.897,6,Perempuan,urban,5,0,35,0
6080,2.197,4,Perempuan,rural,4,3,34,0
6081,1.695,3,Perempuan,rural,4,2,34,0
6082,0.898,4,Perempuan,rural,8,1,45,0
6083,4.308,5,Perempuan,rural,2,1,42,0
6084,5.751,2,Perempuan,rural,1,3,44,0
6085,16.408,13,Laki-Laki,urban,1,2,39,1
6086,3.982,4,Perempuan,urban,0,0,37,0
6087,9.760,4,Perempuan,urban,4,0,38,0
6088,0.916,3,Perempuan,rural,1,2,35,0
6089,8.077,3,Perempuan,rural,3,0,41,0
6090,2.612,1,Laki-Laki,rural,1,1,40,0
6091,26.392,8,Perempuan,rural,1,5,37,1
6092,1.750,0,Perempuan,rural,2,1,45,0
6093,1.433,5,Laki-Laki,rural,1,4,50,0
6094,1.182,0,Laki-Laki,rural,1,5,31,1
6095,9.215,6,Laki-Laki,urban,2,3,40,0
6096,5.944,5,Laki-Laki,rural,3,2,34,0
6097,4.351,3,Perempuan,urban,5,0,39,0
6098,3.631,3,Perempuan,rural,4,2,38,0
6099,6.595,11,Laki-Laki,rural,2,1,37,0
6100,1.372,1,Laki-Laki,rural,3,0,40,0
6101,7.257,5,Laki-Laki,urban,2,6,33,1
6102,7.002,3,Perempuan,urban,1,2,38,0
6103,10.924,5,Perempuan,rural,4,10,35,1
6104,20.034,10,Laki-Laki,rural,3,2,35,1
6105,2.933,4,Laki-Laki,rural,1,1,42,0
6106,2.673,5,Perempuan,rural,6,3,44,0
6107,0.831,3,Laki-Laki,rural,1,2,41,0
6108,0.224,2,Perempuan,urban,2,3,36,0
6109,3.276,7,Laki-Laki,urban,2,0,37,0
6110,0.515,4,Laki-Laki,rural,0,0,42,0
6111,10.584,6,Laki-Laki,rural,0,2,36,0
6112,3.745,1,Laki-Laki,rural,2,3,39,0
6113,5.314,8,Laki-Laki,urban,0,0,36,0
6114,32.701,13,Perempuan,urban,5,11,50,1
6115,23.491,11,Laki-Laki,urban,2,1,44,0
6116,7.894,4,Laki-Laki,rural,0,2,47,0
6117,0.283,5,Laki-Laki,rural,3,0,43,0
6118,0.862,2,Laki-Laki,urban,1,1,44,0
6119,1.822,1,Laki-Laki,urban,1,0,38,0
6120,5.174,1,Perempuan,rural,5,1,35,0
6121,13.211,6,Perempuan,rural,7,0,31,1
6122,7.247,5,Laki-Laki,urban,3,11,48,1
6123,4.617,4,Perempuan,rural,4,0,40,0
6124,8.732,7,Perempuan,rural,5,2,29,1
6125,18.938,12,Perempuan,urban,8,9,35,1
6126,3.397,5,Perempuan,urban,3,1,43,0
6127,12.511,8,Perempuan,rural,3,2,34,1
6128,0.743,0,Laki-Laki,urban,1,0,52,0
6129,0.935,5,Laki-Laki,rural,1,0,32,0
6130,0.364,0,Perempuan,rural,3,0,40,0
6131,3.487,3,Perempuan,rural,3,2,36,0
6132,35.081,11,Laki-Laki,urban,4,20,37,1
6133,8.329,5,Perempuan,rural,4,2,40,0
6134,0.321,5,Perempuan,rural,5,1,35,0
6135,6.607,5,Laki-Laki,urban,5,3,38,0
6136,0.098,2,Laki-Laki,urban,2,0,40,0
6137,7.904,3,Laki-Laki,rural,4,2,34,0
6138,9.153,2,Perempuan,rural,3,0,37,0
6139,2.602,0,Perempuan,rural,1,0,34,0
6140,0.528,4,Perempuan,urban,2,1,36,0
6141,7.356,13,Perempuan,urban,5,4,27,1
6142,23.925,9,Perempuan,urban,3,8,34,1
6143,18.053,12,Laki-Laki,rural,4,1,41,0
6144,10.662,2,Laki-Laki,rural,1,1,44,0
6145,15.681,7,Perempuan,rural,3,7,43,1
6146,1.062,2,Perempuan,urban,3,4,37,0
6147,2.573,1,Laki-Laki,rural,3,1,38,0
6148,11.966,7,Perempuan,rural,15,2,50,1
6149,4.037,5,Laki-Laki,rural,1,3,30,1
6150,34.992,17,Perempuan,urban,8,12,25,1
6151,1.998,3,Perempuan,rural,1,2,51,0
6152,8.854,7,Laki-Laki,rural,0,2,46,0
6153,8.558,3,Perempuan,urban,0,3,33,0
6154,4.747,3,Laki-Laki,rural,1,2,29,1
6155,15.247,12,Laki-Laki,rural,4,2,37,1
6156,18.714,17,Laki-Laki,urban,4,2,41,1
6157,10.052,8,Laki-Laki,rural,7,4,34,1
6158,0.949,4,Perempuan,urban,0,5,39,0
6159,3.693,7,Perempuan,urban,9,2,36,0
6160,6.512,12,Perempuan,rural,6,2,39,0
6161,2.635,5,Laki-Laki,rural,2,1,34,0
6162,10.864,4,Laki-Laki,rural,2,3,37,0
6163,0.077,3,Perempuan,urban,1,1,38,0
6164,0.314,3,Laki-Laki,rural,1,5,47,0
6165,0.276,6,Perempuan,urban,4,1,32,0
6166,9.821,3,Laki-Laki,rural,0,1,43,0
6167,5.996,5,Perempuan,rural,4,0,40,0
6168,1.365,4,Perempuan,rural,0,1,38,0
6169,0.376,0,Laki-Laki,urban,1,4,45,0
6170,3.540,6,Laki-Laki,rural,4,1,36,0
6171,0.794,2,Laki-Laki,rural,2,1,33,0
6172,1.206,4,Laki-Laki,urban,0,1,41,0
6173,0.741,2,Laki-Laki,rural,0,2,32,0
6174,0.230,4,Laki-Laki,urban,1,2,24,1
6175,0.961,5,Laki-Laki,rural,2,2,40,0
6176,1.557,3,Perempuan,rural,2,1,33,0
6177,8.495,4,Perempuan,urban,3,13,37,1
6178,0.894,5,Perempuan,urban,3,2,45,0
6179,1.204,4,Laki-Laki,urban,3,2,39,0
6180,6.778,7,Perempuan,urban,1,2,39,0
6181,3.899,9,Laki-Laki,rural,3,2,30,1
6182,15.037,4,Laki-Laki,rural,2,0,41,0
6183,9.553,3,Laki-Laki,urban,2,1,33,0
6184,5.726,3,Laki-Laki,rural,1,3,46,0
6185,28.841,7,Laki-Laki,rural,3,1,36,1
6186,1.112,1,Perempuan,urban,3,1,44,0
6187,2.134,9,Perempuan,urban,1,2,41,0
6188,9.317,7,Perempuan,rural,5,1,39,0
6189,5.432,5,Laki-Laki,rural,3,3,36,0
6190,15.318,4,Laki-Laki,urban,0,9,46,0
6191,0.178,1,Perempuan,urban,2,1,33,0
6192,0.453,6,Laki-Laki,urban,4,1,40,0
6193,16.824,9,Perempuan,rural,2,5,50,1
6194,10.024,9,Laki-Laki,rural,3,6,31,1
6195,2.881,1,Perempuan,urban,5,1,45,0
6196,0.391,3,Perempuan,urban,2,4,30,1
6197,2.367,5,Perempuan,urban,0,0,42,0
6198,3.084,8,Perempuan,rural,2,1,37,0
6199,1.498,2,Laki-Laki,rural,1,4,39,0
6200,0.966,3,Perempuan,rural,0,5,41,0
6201,0.468,4,Laki-Laki,urban,2,2,35,0
6202,4.837,2,Laki-Laki,urban,2,8,41,0
6203,15.784,16,Perempuan,rural,7,4,36,1
6204,5.153,6,Perempuan,urban,1,0,41,0
6205,2.338,4,Perempuan,rural,0,3,47,0
6206,5.571,0,Laki-Laki,urban,1,2,33,0
6207,5.230,3,Perempuan,urban,2,2,45,0
6208,0.471,5,Perempuan,rural,4,1,34,0
6209,1.700,5,Perempuan,urban,3,0,41,0
6210,3.955,3,Perempuan,urban,2,1,36,0
6211,5.808,2,Perempuan,rural,1,2,36,0
6212,1.206,11,Laki-Laki,urban,2,0,42,0
6213,14.876,7,Perempuan,urban,2,3,39,0
6214,1.473,2,Perempuan,urban,3,4,37,0
6215,4.395,1,Laki-Laki,urban,2,1,45,0
6216,3.230,3,Laki-Laki,urban,1,3,34,0
6217,0.454,0,Perempuan,urban,2,1,41,0
6218,8.210,9,Laki-Laki,rural,4,2,34,1
6219,2.204,7,Perempuan,urban,5,3,40,0
6220,31.393,9,Perempuan,urban,3,1,36,1
6221,23.332,7,Laki-Laki,urban,2,3,38,0
6222,0.045,0,Laki-Laki,urban,3,5,37,0
6223,1.001,1,Laki-Laki,urban,0,1,39,0
6224,3.415,4,Perempuan,urban,3,0,39,0
6225,2.881,5,Laki-Laki,rural,1,0,27,1
6226,8.298,4,Laki-Laki,rural,1,2,31,0
6227,1.619,3,Laki-Laki,rural,0,2,45,0
6228,9.698,7,Laki-Laki,urban,4,0,36,0
6229,6.328,7,Perempuan,rural,8,1,34,1
6230,19.598,13,Perempuan,rural,15,0,37,1
6231,1.730,6,Laki-Laki,rural,5,0,31,1
6232,0.404,2,Perempuan,urban,1,2,32,0
6233,1.990,5,Laki-Laki,rural,2,1,40,0
6234,2.615,2,Laki-Laki,urban,3,2,37,0
6235,4.294,3,Perempuan,rural,0,0,45,0
6236,8.366,6,Laki-Laki,rural,8,6,42,1
6237,4.358,2,Laki-Laki,rural,0,3,38,0
6238,40.575,14,Laki-Laki,urban,3,2,41,1
6239,2.992,6,Laki-Laki,rural,2,2,32,0
6240,12.216,5,Perempuan,rural,5,0,35,1
6241,14.190,9,Perempuan,rural,2,8,40,1
6242,4.508,4,Perempuan,rural,4,2,39,0
6243,0.716,3,Laki-Laki,urban,0,0,37,0
6244,6.631,4,Perempuan,urban,4,0,33,0
6245,5.076,3,Perempuan,urban,4,5,44,0
6246,3.971,6,Laki-Laki,urban,0,3,37,0
6247,5.893,6,Laki-Laki,rural,2,2,40,0
6248,0.187,3,Perempuan,rural,2,2,43,0
6249,3.735,5,Perempuan,rural,2,1,34,0
6250,10.793,4,Perempuan,rural,4,3,36,0
6251,2.641,4,Perempuan,urban,4,2,40,0
6252,3.916,5,Perempuan,rural,3,3,39,0
6253,48.349,24,Perempuan,rural,9,4,44,1
6254,0.434,6,Perempuan,rural,0,1,33,0
6255,8.378,12,Perempuan,urban,3,0,43,0
6256,0.538,0,Perempuan,urban,0,0,39,0
6257,1.038,2,Laki-Laki,rural,0,1,37,0
6258,3.732,9,Perempuan,rural,9,2,39,0
6259,14.633,8,Laki-Laki,urban,1,4,40,0
6260,2.063,0,Laki-Laki,rural,0,2,44,0
6261,1.515,3,Perempuan,rural,1,0,35,0
6262,13.875,5,Perempuan,rural,1,1,32,0
6263,18.340,6,Laki-Laki,rural,1,2,36,0
6264,0.086,2,Perempuan,urban,2,1,35,0
6265,6.930,3,Laki-Laki,rural,2,3,48,0
6266,22.161,9,Laki-Laki,urban,2,4,37,1
6267,2.446,3,Perempuan,urban,2,3,42,0
6268,4.028,1,Laki-Laki,urban,3,0,41,0
6269,35.249,13,Perempuan,urban,1,6,39,1
6270,6.692,5,Perempuan,urban,4,0,32,0
6271,7.475,7,Perempuan,urban,3,3,29,1
6272,5.423,2,Perempuan,rural,5,2,26,1
6273,1.604,3,Laki-Laki,rural,2,1,44,0
6274,0.998,2,Perempuan,rural,5,1,43,0
6275,2.991,4,Perempuan,urban,6,3,42,0
6276,2.408,2,Perempuan,urban,2,1,28,1
6277,45.951,17,Laki-Laki,rural,6,6,35,1
6278,1.234,3,Laki-Laki,urban,0,1,40,0
6279,7.272,4,Laki-Laki,rural,1,1,32,0
6280,9.999,5,Laki-Laki,rural,6,3,39,0
6281,1.962,1,Perempuan,rural,3,2,34,0
6282,18.738,16,Perempuan,urban,2,3,37,1
6283,12.167,11,Perempuan,urban,5,3,35,1
6284,1.261,6,Laki-Laki,rural,2,2,44,0
6285,2.494,1,Laki-Laki,urban,2,1,30,0
6286,2.419,1,Perempuan,rural,4,2,27,1
6287,2.775,1,Laki-Laki,urban,7,7,34,1
6288,1.982,3,Perempuan,rural,5,2,34,0
6289,6.238,7,Perempuan,urban,4,2,43,0
6290,2.953,1,Perempuan,urban,3,0,39,0
6291,13.345,4,Laki-Laki,rural,2,9,44,1
6292,0.895,2,Perempuan,rural,4,2,37,0
6293,4.244,2,Laki-Laki,rural,1,3,43,0
6294,1.491,3,Perempuan,rural,0,1,37,0
6295,1.098,2,Laki-Laki,rural,1,5,28,1
6296,0.410,2,Perempuan,rural,0,1,40,0
6297,6.030,3,Perempuan,urban,6,2,39,0
6298,1.645,2,Perempuan,rural,9,0,36,0
6299,3.253,8,Perempuan,urban,3,2,44,0
6300,29.128,9,Laki-Laki,rural,1,3,42,1
6301,15.570,7,Laki-Laki,rural,1,4,43,0
6302,3.352,3,Laki-Laki,urban,1,2,36,0
6303,9.431,7,Perempuan,urban,2,2,39,0
6304,15.870,10,Perempuan,urban,11,2,44,1
6305,7.030,5,Perempuan,rural,1,0,40,0
6306,2.940,4,Perempuan,rural,4,1,46,0
6307,9.192,5,Laki-Laki,urban,2,3,36,0
6308,8.977,6,Perempuan,urban,3,0,45,0
6309,5.702,1,Perempuan,urban,1,0,32,0
6310,1.187,1,Laki-Laki,rural,1,2,40,0
6311,1.605,0,Perempuan,rural,4,3,38,0
6312,13.792,4,Perempuan,rural,1,1,46,0
6313,6.675,2,Perempuan,urban,5,5,35,0
6314,12.470,4,Laki-Laki,urban,0,3,31,1
6315,16.542,7,Laki-Laki,rural,1,4,37,1
6316,0.078,6,Laki-Laki,rural,1,2,39,0
6317,0.440,4,Laki-Laki,urban,0,0,34,0
6318,2.236,5,Laki-Laki,rural,5,1,32,0
6319,4.263,2,Laki-Laki,rural,0,3,41,0
6320,5.256,3,Laki-Laki,urban,1,2,36,0
6321,2.898,5,Perempuan,rural,8,2,39,0
6322,9.070,6,Laki-Laki,rural,2,0,38,0
6323,9.803,8,Laki-Laki,urban,0,2,32,1
6324,9.879,9,Perempuan,urban,3,1,41,0
6325,0.492,4,Laki-Laki,rural,5,4,25,1
6326,12.118,4,Perempuan,rural,4,3,35,0
6327,9.561,8,Perempuan,rural,0,1,35,0
6328,6.147,3,Perempuan,rural,4,1,37,0
6329,22.201,5,Perempuan,rural,3,8,33,1
6330,8.368,10,Laki-Laki,rural,4,1,36,0
6331,0.322,1,Perempuan,rural,2,2,38,0
6332,0.060,4,Perempuan,urban,6,8,41,0
6333,1.408,3,Laki-Laki,urban,3,2,36,0
6334,3.675,3,Perempuan,urban,2,1,38,0
6335,0.083,0,Laki-Laki,rural,5,3,41,0
6336,0.226,3,Perempuan,rural,2,1,42,0
6337,1.158,0,Laki-Laki,urban,1,3,40,0
6338,2.333,2,Perempuan,urban,4,3,38,0
6339,2.285,2,Perempuan,rural,1,5,30,0
6340,2.963,2,Perempuan,urban,3,1,40,0
6341,1.148,1,Perempuan,rural,2,0,46,0
6342,0.244,3,Perempuan,urban,0,1,30,0
6343,39.545,14,Perempuan,urban,3,8,34,1
6344,2.316,4,Perempuan,rural,4,1,36,0
6345,7.360,4,Laki-Laki,rural,1,0,35,0
6346,13.076,5,Laki-Laki,rural,5,4,41,0
6347,0.659,4,Laki-Laki,urban,5,2,47,0
6348,0.291,2,Laki-Laki,rural,0,1,38,0
6349,2.340,6,Perempuan,urban,2,1,37,0
6350,1.504,3,Laki-Laki,rural,1,3,40,0
6351,1.334,6,Perempuan,urban,5,2,40,0
6352,9.302,11,Perempuan,rural,4,2,29,1
6353,9.388,2,Laki-Laki,rural,0,2,37,0
6354,1.850,4,Perempuan,rural,2,2,33,0
6355,0.380,0,Perempuan,rural,7,1,38,0
6356,16.474,4,Laki-Laki,rural,2,2,33,1
6357,3.251,6,Perempuan,urban,2,4,32,1
6358,3.444,5,Laki-Laki,rural,5,0,39,0
6359,31.289,10,Perempuan,urban,7,6,34,1
6360,5.716,4,Laki-Laki,rural,1,1,39,0
6361,3.778,7,Laki-Laki,rural,0,3,41,0
6362,1.254,5,Perempuan,rural,3,0,40,0
6363,2.483,2,Laki-Laki,rural,1,1,34,0
6364,15.605,14,Perempuan,rural,10,4,39,1
6365,5.063,5,Laki-Laki,urban,4,3,34,0
6366,9.488,8,Perempuan,urban,4,2,42,0
6367,0.908,5,Perempuan,urban,7,3,35,0
6368,19.679,4,Perempuan,rural,2,0,40,0
6369,2.245,1,Perempuan,rural,6,1,33,0
6370,1.226,4,Laki-Laki,urban,0,3,42,0
6371,3.434,4,Perempuan,rural,3,0,42,0
6372,9.122,5,Laki-Laki,urban,4,5,33,1
6373,0.890,1,Laki-Laki,urban,0,1,45,0
6374,0.946,3,Perempuan,rural,0,1,46,0
6375,28.282,9,Perempuan,rural,2,3,38,1
6376,0.582,2,Laki-Laki,urban,2,1,39,0
6377,1.522,1,Laki-Laki,rural,2,5,40,0
6378,5.015,4,Laki-Laki,rural,1,3,31,1
6379,8.812,3,Laki-Laki,rural,3,2,39,0
6380,3.787,4,Laki-Laki,rural,1,3,36,0
6381,1.090,1,Laki-Laki,urban,1,2,24,1
6382,0.779,4,Laki-Laki,rural,2,0,44,0
6383,6.085,16,Perempuan,rural,4,1,41,0
6384,6.722,8,Perempuan,rural,1,1,42,0
6385,3.789,4,Perempuan,rural,7,0,42,0
6386,7.580,5,Laki-Laki,rural,1,2,27,1
6387,17.484,13,Perempuan,rural,6,3,43,1
6388,0.504,2,Laki-Laki,urban,1,3,36,0
6389,3.898,0,Laki-Laki,urban,1,4,45,0
6390,5.340,4,Laki-Laki,rural,1,2,37,0
6391,1.185,2,Perempuan,rural,1,1,37,0
6392,1.682,1,Laki-Laki,urban,1,0,44,0
6393,3.567,3,Perempuan,rural,5,1,37,0
6394,0.029,4,Laki-Laki,rural,2,0,39,0
6395,5.222,13,Laki-Laki,rural,1,3,41,0
6396,6.012,3,Perempuan,urban,4,2,35,0
6397,1.886,0,Laki-Laki,rural,0,2,40,0
6398,3.147,3,Perempuan,urban,1,2,36,0
6399,8.183,4,Perempuan,urban,0,0,37,0
6400,9.631,5,Perempuan,urban,6,1,38,0
6401,2.934,1,Perempuan,urban,6,2,36,0
6402,5.908,9,Laki-Laki,urban,1,1,35,0
6403,3.208,2,Perempuan,urban,4,1,38,0
6404,6.888,1,Laki-Laki,urban,0,4,42,0
6405,2.773,4,Laki-Laki,rural,1,1,40,0
6406,1.849,3,Perempuan,rural,2,6,43,0
6407,0.590,2,Laki-Laki,rural,0,2,37,0
6408,10.408,4,Laki-Laki,urban,1,0,34,0
6409,5.111,6,Laki-Laki,rural,2,1,51,0
6410,5.914,1,Perempuan,urban,2,1,39,0
6411,2.894,0,Perempuan,rural,2,3,39,0
6412,8.154,5,Laki-Laki,rural,3,0,42,0
6413,1.255,1,Laki-Laki,rural,1,3,36,0
6414,0.259,8,Laki-Laki,urban,6,1,41,0
6415,15.838,9,Laki-Laki,rural,0,3,40,0
6416,1.594,6,Laki-Laki,urban,2,3,39,0
6417,0.708,1,Perempuan,rural,2,0,42,0
6418,7.340,3,Perempuan,urban,1,2,31,0
6419,16.778,4,Laki-Laki,rural,0,5,37,0
6420,0.327,0,Laki-Laki,urban,1,1,32,0
6421,1.350,0,Laki-Laki,rural,1,2,39,0
6422,3.371,5,Laki-Laki,rural,2,1,40,0
6423,6.549,5,Laki-Laki,rural,2,1,35,0
6424,2.125,4,Laki-Laki,rural,1,2,44,0
6425,15.278,8,Laki-Laki,rural,0,3,46,0
6426,4.882,5,Laki-Laki,urban,10,4,36,1
6427,6.547,7,Perempuan,urban,1,3,27,1
6428,9.366,5,Laki-Laki,urban,6,3,42,0
6429,17.920,12,Perempuan,rural,5,0,28,1
6430,0.839,4,Perempuan,rural,2,2,37,0
6431,25.724,7,Laki-Laki,rural,3,6,38,1
6432,0.595,0,Laki-Laki,rural,4,6,35,0
6433,0.094,4,Perempuan,rural,2,6,31,0
6434,7.057,4,Perempuan,urban,1,1,31,0
6435,4.483,2,Laki-Laki,urban,1,2,36,0
6436,12.373,6,Laki-Laki,rural,1,1,38,0
6437,0.809,0,Laki-Laki,urban,7,3,37,0
6438,34.131,14,Laki-Laki,rural,3,8,49,1
6439,1.061,1,Laki-Laki,urban,0,2,44,0
6440,1.967,0,Laki-Laki,rural,2,0,33,0
6441,36.853,11,Laki-Laki,rural,4,1,43,1
6442,8.943,5,Perempuan,rural,4,3,36,0
6443,18.350,1,Laki-Laki,rural,0,3,39,0
6444,8.652,6,Perempuan,rural,1,7,41,0
6445,7.424,1,Laki-Laki,rural,2,0,29,1
6446,10.365,6,Perempuan,rural,14,3,37,1
6447,8.969,2,Perempuan,rural,3,1,31,0
6448,2.304,7,Laki-Laki,rural,1,2,45,0
6449,13.263,10,Laki-Laki,rural,6,4,30,1
6450,1.511,3,Perempuan,rural,2,5,30,1
6451,0.347,2,Laki-Laki,rural,0,3,41,0
6452,13.599,3,Perempuan,urban,1,5,38,0
6453,6.899,6,Laki-Laki,rural,2,6,29,1
6454,0.932,1,Laki-Laki,rural,2,2,34,0
6455,5.574,0,Laki-Laki,rural,1,2,37,0
6456,22.959,8,Perempuan,rural,4,2,44,0
6457,6.909,5,Perempuan,rural,2,6,41,0
6458,2.790,7,Perempuan,rural,4,0,42,0
6459,6.276,2,Perempuan,urban,0,1,32,0
6460,0.258,1,Perempuan,rural,0,1,24,1
6461,0.783,2,Perempuan,rural,3,2,40,0
6462,16.179,5,Perempuan,rural,4,1,41,0
6463,0.471,1,Laki-Laki,urban,2,2,33,0
6464,12.697,15,Laki-Laki,urban,3,1,46,0
6465,4.271,5,Laki-Laki,urban,1,3,31,0
6466,6.061,1,Laki-Laki,urban,4,2,46,0
6467,2.578,4,Perempuan,rural,3,2,28,1
6468,2.007,0,Laki-Laki,rural,2,3,36,0
6469,13.156,5,Perempuan,rural,13,2,35,1
6470,23.352,7,Laki-Laki,rural,1,5,31,1
6471,1.327,0,Laki-Laki,urban,1,1,42,0
6472,1.849,3,Perempuan,rural,5,1,36,0
6473,24.808,5,Laki-Laki,rural,1,1,43,0
6474,1.297,2,Laki-Laki,rural,4,1,41,0
6475,3.074,7,Laki-Laki,rural,4,2,35,0
6476,9.789,3,Perempuan,rural,1,5,40,0
6477,8.474,7,Laki-Laki,rural,0,2,42,0
6478,2.018,7,Perempuan,urban,8,1,39,0
6479,8.399,2,Perempuan,urban,5,1,40,0
6480,4.059,3,Perempuan,rural,4,10,37,1
6481,31.540,11,Laki-Laki,rural,0,3,39,1
6482,2.962,3,Laki-Laki,urban,2,1,42,0
6483,2.786,4,Perempuan,rural,1,1,37,0
6484,0.146,6,Perempuan,urban,9,3,36,0
6485,0.622,1,Laki-Laki,rural,0,0,40,0
6486,36.113,13,Laki-Laki,urban,5,6,37,1
6487,0.274,4,Laki-Laki,rural,1,5,37,0
6488,22.812,13,Laki-Laki,rural,1,1,47,1
6489,0.784,5,Laki-Laki,rural,6,1,33,0
6490,1.205,3,Perempuan,rural,1,1,44,0
6491,70.070,39,Perempuan,urban,6,12,31,1
6492,5.254,8,Laki-Laki,urban,4,1,44,0
6493,5.034,3,Laki-Laki,rural,1,2,42,0
6494,1.348,1,Laki-Laki,urban,3,4,38,0
6495,6.164,1,Laki-Laki,urban,1,2,41,0
6496,0.817,2,Laki-Laki,rural,1,1,46,0
6497,3.185,8,Laki-Laki,urban,1,3,43,0
6498,24.010,13,Perempuan,rural,3,4,37,1
6499,2.994,4,Laki-Laki,urban,1,2,39,0
6500,2.149,4,Perempuan,rural,4,2,38,0
6501,10.015,3,Laki-Laki,urban,1,1,36,0
